,id,area_ha,lluvia_mm,temp_media_c,fertilizante_kg_ha,ph_suelo,materia_organica_pct,altitud_m,mano_obra_horas,riego,tipo_suelo,variedad_semilla,uso_pesticidas,historial_plagas,rendimiento_kg_ha,plaga_severa
3312,3313,1.403327637499347,605.835783664091,16.173249135121363,189.63195056536392,6.424179353833257,1.439812262036143,724.7549773359101,87.1106942859151,No,Arcilloso,V1,,Ocasional,7229.286439677616,1
3313,3314,2.5831254375897914,626.0474190925951,20.576327834343594,106.17483708494112,6.274312721698254,0.5818819453748916,712.1700651599482,169.3800061760044,Si,Calizo,V2,Alto,Frecuente,7502.036707245156,0
3314,3315,8.120525242185915,579.5898459989246,18.892165334834548,91.79606363543844,6.439707256068263,2.162240323633219,412.4856624156244,110.81679067892426,No,Franco,V4,,Nunca,7210.979336376003,0
3315,3316,7.050963615598988,399.28974798674886,20.028450809413176,63.20532508155849,5.303865683490004,2.299435170777512,289.57924178539963,113.96565424899836,Si,Arcilloso,V3,Alto,Frecuente,6303.391029407497,0
3316,3317,4.048421226428421,709.6765742438804,22.537358381156466,273.223655447722,0.0,1.4224540472177063,744.2591361715909,15.818033730910711,No,Arcilloso,V1,Medio,Nunca,7402.644521299787,1
3317,3318,2.9859029386816114,822.8423712548796,18.31995909570648,126.39871579345083,5.28835972064498,,685.1158591314048,186.13679372099975,Si,Franco,V1,Bajo,Frecuente,7693.960512199661,1
3318,3319,2.28911436019733,428.555886369126,25.810935792870254,179.5584925412074,6.22245054104153,6.032868762542257,1069.2654303061167,98.01096282864188,No,Franco,V4,Bajo,Frecuente,7327.451236608338,0
3319,3320,6.849487391440968,358.22446126515257,15.904431955530162,95.79796083979608,6.71658661913745,3.294272227059563,0.0,65.16407285510542,Si,Calizo,V3,Bajo,Ocasional,6362.027560464409,0
3320,3321,2.1954898994176792,843.015213768175,13.401934791502242,34.86091499655135,6.716095507141166,3.4361093765538127,25.69690292560159,70.30559241661157,Si,Franco,V3,Bajo,Nunca,7607.528216002312,1
3321,3322,8.561968178143513,771.4431619870006,21.61622376592665,70.81613969224505,8.210168682404534,2.1965423424339465,258.3927470086751,181.0915086643508,No,Arcilloso,V2,Medio,Nunca,7048.231371981183,0
3322,3323,2.677361456493811,656.0225843745469,20.68125808160533,71.38410074862297,6.693475631337986,2.722811953623736,708.0301961963457,178.03044529430355,No,Franco,V3,,Nunca,7240.198192616468,0
3323,3324,5.155990806415889,790.1550112569408,16.05959755468541,90.87295012623264,6.448734029735307,0.7510340985666265,1189.5694751812182,111.30416156197772,Si,Calizo,V1,Alto,Nunca,7566.024056417241,1
3324,3325,6.22248221178456,918.9601524406272,16.464972803224178,158.77953219422378,6.491211473170014,11.038582718088264,556.9778493983979,116.11217921113315,No,Arcilloso,V3,Medio,Nunca,7854.872415376942,0
3325,3326,1.7508618300270615,692.543018380133,19.15032284332695,61.71476773835497,6.099884994925373,3.8750148848626753,386.3564797959663,156.50453009751976,Si,Franco,V1,,Nunca,7477.151378397452,1
3326,3327,1.063533836568412,634.2720314721298,16.515324774142854,113.0478400068433,6.246112425033417,3.702670455372338,477.98073292239,142.3939771068952,No,Franco,V4,Bajo,Frecuente,7476.233603085774,0
3327,3328,4.105052880283258,759.469008980205,16.240389797084813,168.20617859343918,7.000152753457427,0.6701662743335869,751.1772017467227,107.81294804992471,No,Calizo,V2,,Nunca,7265.36817208096,0
3328,3329,1.2975020988988677,452.2214934832656,20.734712973827516,74.44166498254542,7.1113705421276965,2.28226946139311,356.93198484575123,205.4072042811464,Si,Arcilloso,V1,,Nunca,6746.935024597829,0
3329,3330,2.0234014886148786,826.808123168255,13.51250450229347,351.62625796190065,6.6004461275867765,2.2481284688327783,412.45222387291415,65.27151613090287,Si,Franco,V1,Bajo,Nunca,8166.016192435047,1
3330,3331,1.9307790440691688,617.0365075406769,22.31494917771935,142.50279042928577,6.6244448377664975,1.5682117084122045,353.5552912810528,127.0167945041622,No,Arcilloso,V2,Bajo,Nunca,6769.53374536885,1
3331,3332,3.5522872198603754,,14.553773613676796,58.3494568078655,6.725211692732674,0.6771609404777176,691.484061916163,83.50375967334527,Si,Arenoso,V2,Bajo,Nunca,7050.166164747683,1
3332,3333,1.4276276092949367,589.0366303714873,12.31155030144906,113.691717866443,7.191855795122278,6.803779384895119,250.0675809171702,119.17578202386623,Si,Franco,V1,Bajo,Nunca,7305.554983643328,0
3333,3334,5.471929689696531,822.0982238089099,12.488417492119137,30.918265208185737,5.8362872052548855,1.228761637717087,564.2211436108877,139.44313919988411,No,Arenoso,V1,Bajo,Nunca,7038.635050470933,0
3334,3335,1.7144158935434113,319.7078262217378,22.257387680044808,79.07817898461194,6.27217499611681,2.119715309641073,487.3428057027082,51.77816500176793,No,Franco,V2,Bajo,Nunca,6083.674376556743,0
3335,3336,2.008323619123768,662.2219218380011,9.138368477504809,106.13952122425354,6.490549998388596,1.1695085390475572,405.6479410343487,176.581402163602,Si,Franco,V2,Medio,Ocasional,7002.700602006018,0
3336,3337,5.899948059024303,653.8314867105131,19.53874782639905,96.18104308911438,7.040339557861266,,103.08181353193191,65.19379306948925,Si, Franco,V3,Bajo,Ocasional,7531.676589033782,0
3337,3338,2.418072981907436,454.7494690697481,23.06517655022409,57.42558555725616,7.506559789604975,2.5421706765589467,56.12005145375008,140.40430419020583,No, Franco,V3,,Nunca,6462.112013002132,0
3338,3339,4.01694532083026,771.9625022504986,12.398505876747992,62.99531396821415,6.11357501922252,1.085133511280522,773.1032997878568,109.38477039152872,Si,Arcilloso,V3,Medio,Nunca,7294.208303908442,0
3339,3340,1.4897108408573605,467.5522649629296,16.790921710342708,68.51535280605998,6.247845546610421,0.6955592908993241,131.52813141342142,147.3936310461852,Si,Franco,V4,Bajo,Frecuente,6875.720779625676,1
3340,3341,1.83219443304538,580.8218739298869,19.560070314625897,46.5491345684617,6.000233371553581,,271.6942449272697,98.6764509243882,Si,Calizo,V1,Medio,Ocasional,7099.427322311874,0
3341,3342,3.65863418309052,562.8218815972637,17.486293976878898,122.3424264718975,6.579844363212922,1.6031747113731285,350.7540501563957,74.74068519418024,No,Arenoso,V1,Medio,Nunca,6508.235065897635,0
3342,3343,3.9365566361614768,634.7221204892562,12.08040576065785,78.28583152452802,6.395292894764113,2.2230946109151506,309.82187163531773,84.47044419205679,No,Arenoso,V2,Bajo,Nunca,6785.228413587487,1
3343,3344,4.3379857713655445,520.2796040772478,23.737087161085377,243.7540445219749,6.240460755578667,,584.0386167125401,188.1869685335104,Si,Arenoso,V2,Bajo,Frecuente,7329.188568635757,1
3344,3345,3.838364292901183,289.5204997074901,16.27434982032619,77.57696958833648,8.02298852425721,0.4556930611219899,424.669526571396,73.61489295882657,No,Franco,V4,Medio,Nunca,5628.355531476063,0
3345,3346,2.197004992533714,413.10201290396594,18.722219817912187,103.13887894313714,7.00397603111324,1.5381930881906565,160.99843820023295,172.20540763763552,No,Arcilloso,V1,Medio,Nunca,6242.298621543732,0
3346,3347,1.7853011488920774,536.4005669711215,23.57538798901065,118.14660166332293,7.102463659850839,3.100459799049136,431.86904470112256,113.16616677231072,Si,Franco,V1,Medio,Nunca,7225.576901005723,0
3347,3348,1.4110281383979522,901.660537338886,14.653682679288156,128.6180036346909,4.851135436045931,4.6770005869139535,552.9370237632978,160.29983360275222,No,Arcilloso,V1,Bajo,Ocasional,7344.386321855618,0
3348,3349,3.520044816543218,559.1744772362265,18.411968516401817,36.65179360712941,7.11198658771943,3.8874831005346175,352.4515102267865,108.76861486078404,Si,Arenoso,V4,Medio,Ocasional,6862.159989921059,1
3349,3350,2.805530122117679,923.533296691205,11.164551402198091,66.78330177080366,5.850169435028015,1.4948637265036606,636.4642217342375,116.805621566513,Si,Franco,V4,Bajo,Nunca,7660.8761395165075,1
3350,3351,6.951133825236846,556.3901697295479,19.683050201648516,124.30581286080692,7.899493401087273,7.490202383184469,184.55799774359255,72.08832404683777,Si,Franco,V3,,Ocasional,7437.078507913801,0
3351,3352,2.473808624406945,434.6598027834566,8.95586263864903,100.62839231234528,6.417866008182045,4.072933756379202,367.6565394743583,101.3797161283857,Si,Arcilloso,V1,Medio,Ocasional,6318.999491066852,1
3352,3353,2.1315191530605038,770.5199800244723,18.58634735842237,72.556211837958,7.250412378808843,5.781051681434091,362.78272349436594,140.6323065743632,Si,Arenoso,V3,Medio,Nunca,7875.887594424563,0
3353,3354,0.7206616250685348,336.89026205278816,19.283453276593143,65.10682274636262,5.607266127112369,1.6646229299284965,685.2783272900728,62.25902811223315,No,Arcilloso,V2,Bajo,Nunca,5650.053654720071,0
3354,3355,0.8494154572806907,502.7333652535213,15.681185154614855,109.476877250483,6.6225182339737785,7.5467734158339965,162.97310327337988,111.05625607871812,Si,Arenoso,V4,Bajo,Nunca,7050.316456706084,0
3355,3356,3.035832676766722,898.5490376471614,18.484944275857217,234.24950514192352,5.829072390840287,0.9352315832788972,407.5440331556316,135.08314994666517,Si,Franco,V3,,Nunca,8266.771228498366,0
3356,3357,4.378196571239484,566.3486315142884,24.501012381026577,42.511549687821294,6.036878931877446,4.739453629192568,456.0698947397131,221.63675340826603,No,Arenoso,V2,Bajo,Nunca,6881.689795247501,0
3357,3358,2.124937331666928,583.6101783800442,21.578333960160425,45.06242867764075,6.272976522911283,1.6423433476930656,511.8778347152575,87.38114977621653,No,Calizo,V4,,Nunca,6598.103547682948,0
3358,3359,7.18612353677526,490.7843410705837,23.64566883767349,116.01746350988216,7.376835823083421,2.819716581746952,0.0,130.13619117138845,No,Arcilloso,V1,Medio,Ocasional,6695.019094606048,1
3359,3360,4.759980011691062,596.5633591077735,19.64726149507016,220.16945085399013,6.645432068272719,1.2960782260177277,124.85088738919512,200.98848510266828,Si,Arenoso,V2,Alto,Nunca,7226.985630280775,0
3360,3361,3.808135931741406,803.5911354248628,20.31195705721809,139.38163150897626,6.577848633842403,3.3295310867018526,797.316074531371,46.09453156340547,No,Arcilloso,V1,Bajo,Nunca,7405.895075859258,0
3361,3362,1.753494375317293,914.458316316659,22.565596110260103,243.51738325041143,6.279390259971973,4.779360991795618,781.4180869549034,171.6757995697419,Si,Arcilloso,V1,Bajo,Ocasional,8184.720765743421,1
3362,3363,6.24165447975387,607.7251692422687,16.382746192750783,279.31117370364484,6.4936823888382245,2.716466079886555,449.668781208521,70.57323436855611,No,Franco,V1,,Nunca,7095.860157094766,1
3363,3364,11.181267688997188,613.4101780696204,12.962418757355303,67.79190508474761,7.382795121678406,4.489500205080969,497.2220282604631,96.96412117568644,No,Arcilloso,V3,Bajo,Frecuente,6667.054304361334,0
3364,3365,4.215318927403295,514.8281158121974,15.616935737875943,73.78780390957287,6.667159778985345,2.501492610401795,1021.147484746906,70.71828034490056,No,Franco,V2,Bajo,Ocasional,6790.621884648955,1
3365,3366,1.6014763904630107,456.2151720566067,21.74841114145874,77.88476819609747,6.292845795564096,2.2665969628329883,551.622156073923,126.14816509681238,Si,Arenoso,V3,,Ocasional,6627.632358142709,1
3366,3367,4.051402718334644,722.930336252912,12.986512780721691,139.36570892572,6.306468543663116,2.6197501003012493,630.0760065309457,161.94640022470276,No,Franco,V2,Bajo,Ocasional,7473.364004288824,0
3367,3368,2.5505481878731677,848.1875249399408,16.12773975723264,229.4682205776425,6.42642541849775,0.304390784086674,283.1579756211503,187.526217548994,No, Franco,V3,Bajo,Nunca,7820.704589660411,0
3368,3369,2.4869803640299293,670.2915105694308,20.288355156799497,171.3004104177998,6.51319340765624,1.2237312420912805,494.8764829601904,111.49149198279969,Si,Arcilloso,V2,Medio,Ocasional,7294.65149229246,0
3369,3370,2.829142372087996,161.6980588755191,26.09042258433144,205.02353511815824,6.227011709566652,4.294526936305025,23.56663301506092,105.62404793928366,No,Arcilloso,V2,Bajo,Ocasional,5765.664702420439,1
3370,3371,2.30813458765416,478.4957298545724,17.95893231294498,114.40919421428538,6.344838648954745,6.0177772241399685,312.13306390594005,133.37226763333305,No,Calizo,V4,Medio,Nunca,6855.769000404618,0
3371,3372,2.0052320978450577,279.15733356688133,13.964945792955548,60.4048075312476,6.966961649600558,3.659484104069273,0.0,161.90280050811683,No,Arcilloso,V2,Bajo,Nunca,5634.459353667454,0
3372,3373,5.217333896177861,610.9561598013374,10.029964652534405,44.89201728487576,6.416644646546308,1.786674042638676,284.53157545668,54.65634823529104,Si,Franco,V3,Bajo,Nunca,6942.094591417035,1
3373,3374,3.2536780594268957,551.6745005251422,17.19850860176035,112.28149208247238,6.983676235693772,3.0960170607497277,161.00588990330374,171.44304098882932,No,Arcilloso,V4,Alto,Nunca,6967.347509403322,0
3374,3375,1.8543342019468911,432.9762642658823,18.792573098133666,61.91787983178946,5.666962734727546,1.444354264458502,563.4512517773936,128.46486243463676,No,Arcilloso,V3,Bajo,Nunca,6138.835400847765,0
3375,3376,5.031540553918662,605.0982868890636,7.0524806984456525,112.73057967820196,6.794439775642481,7.956203397287281,621.5001431293975,53.11745330227937,No,Arenoso,V4,,Frecuente,6818.056349451556,1
3376,3377,9.074899413608948,590.7464332239725,11.091725651471297,189.7541330964626,7.232969014405304,2.2864232855049718,571.9653605907372,112.00899297888274,No,Arenoso,V4,Alto,Ocasional,6816.534909089838,0
3377,3378,4.310709725169212,578.0898804964781,22.45085887263698,172.3487042230663,6.767433696185104,2.3540638580591744,442.9483862986456,109.32168389428936,No,Franco,V2,Medio,Ocasional,7214.68475028567,1
3378,3379,3.412565712349988,773.3633473852304,9.841808557319649,43.77067164857618,5.744073630884025,1.4668551075192513,0.0,179.69047074706583,No,Franco,V1,Bajo,Nunca,6870.764092440244,1
3379,3380,3.173995536083985,411.2419351089728,16.441417188290057,35.92196625562471,6.228468840505352,3.4282777888047407,610.84589399997,124.38012642033144,No,Arcilloso,V2,Bajo,Nunca,6228.365762328235,0
3380,3381,5.016982764974991,681.3015534763467,19.068007709730107,94.20800969345365,5.861513154656745,1.8797356491803647,492.14512907229584,120.408317667202,No, Franco,V4,Bajo,Frecuente,7713.171860605649,0
3381,3382,6.811076938841316,-50.0,15.915996674870462,120.62298050095748,5.858486735527269,2.337090063476228,119.9790236360273,74.88759398735739,Si,Arenoso,V2,Alto,Nunca,6739.123463321565,0
3382,3383,2.6074875914031628,553.89335551251,14.630786293362728,148.4205654494423,6.683621389389871,1.306531034681391,852.1987162861569,110.54676809094047,Si,Calizo,V1,Medio,Nunca,6919.868887519089,0
3383,3384,1.2088921760447644,444.157327584929,16.57526209634561,156.153483084879,7.819178445222944,1.29424978719154,572.1983100299934,31.353214902428164,Si,Franco,V1,Bajo,Nunca,6980.328693011639,0
3384,3385,2.1566041340448137,644.2168120464623,23.268827110807933,105.59090615762511,,2.1951450810141835,276.8474097514529,150.2645003163592,No,Arenoso,V2,Bajo,Ocasional,6979.159311105681,1
3385,3386,0.6765794719475945,71.44618126961973,18.166479679448734,232.4154401075144,5.560439801813575,4.234839580224883,0.0,91.98216833940624,No,Arcilloso,V1,Medio,Frecuente,4735.056567947438,0
3386,3387,4.231250900890686,862.5001717964786,19.052044654235893,131.81632823623377,6.995261348771139,5.386710794770368,420.2627861034034,116.39005600181794,Si,Franco,V1,Bajo,Nunca,8074.825002173773,1
3387,3388,9.519451190968036,366.03804891329753,20.07700413899347,108.8480371897619,6.081241206036657,4.224809860317414,770.8562948474391,125.9498823916284,Si,Arenoso,V4,,Ocasional,6794.82183109465,0
3388,3389,2.6368010331713525,503.9644157749685,17.285495260461037,163.59750220238865,6.1877976066479246,1.7066851609284168,162.1942614968898,139.82451362304744,No,Franco,V1,Medio,Nunca,6652.905327449177,0
3389,3390,2.244983155682004,705.6492531677363,18.946556153719627,214.152737638494,6.45238835595036,0.858693557263863,312.1377094553446,22.454465179064652,No,Arenoso,V2,Bajo,Nunca,7233.954450146263,0
3390,3391,2.6054284209372898,539.7269208821202,28.895129148373503,232.59300096369572,6.251205501657352,0.7996754322954238,808.8384089771835,168.7322823473133,No,Franco,V2,Bajo,Nunca,7223.256313977727,1
3391,3392,4.504199033922463,663.2676619837528,21.49462357835529,186.5799892713291,7.108887585549128,5.0914030555368575,361.5051468013054,138.24916911542962,No,Arenoso,V4,,Ocasional,7343.712124017396,0
3392,3393,2.4111146408858195,855.556881641895,22.7763243822837,122.63297028761484,6.81045335328861,2.024791484428461,743.8955640572307,88.20750530450742,No,Calizo,V2,Medio,Ocasional,7638.27974031667,1
3393,3394,4.907231121995539,340.8593681596135,11.88427009267208,110.06287015669795,6.400888682691101,1.613010658255045,1034.974063856664,72.73736927951501,Si,Arcilloso,V1,Bajo,Ocasional,5783.270710972431,0
3394,3395,3.9228795188497583,602.6243574013396,20.72470988676757,172.3309627616497,6.775232260661065,4.381626164614063,288.65349885696537,163.7642534605708,Si,Franco,V2,Medio,Nunca,7352.695693828101,0
3395,3396,2.8010162318899385,764.3159170988539,19.771394693779765,239.8750937425258,6.519726013161463,3.289480320067025,0.0,90.81313542727077,Si,Franco,V3,Bajo,Nunca,7881.290216532918,1
3396,3397,3.135044152539672,208.3968877908605,19.978538051858283,64.61248953152656,6.991787625778162,0.7603736881449463,360.3503757031745,130.09269321947878,No,Arenoso,V2,,Nunca,5537.281355584075,0
3397,3398,3.752140396940757,716.9886595874648,19.28319848866981,105.0430182692986,6.230382913480743,2.773303172204355,125.40038839913672,170.9444880101115,Si,Franco,V2,Medio,Nunca,7703.5401441501,1
3398,3399,8.203062471563577,247.91397189384247,15.128181839148024,180.3057046047544,5.884305277203017,5.481250682386647,439.0350622564854,122.03756328021332,Si,Arcilloso,V4,,Nunca,6068.36527319339,0
3399,3400,2.0158043439220426,385.53915477092016,19.525634567489888,67.39278634899733,7.105247944462015,2.065700769176674,84.33036497220797,109.12406901556382,No,Arenoso,V3,Bajo,Nunca,6509.395230244199,0
3400,3401,3.084277991154688,836.7044663078732,13.491836975600688,73.48950795238964,6.653000639031903,2.1331585391779666,458.71318573541447,157.3093429848363,No,Franco,V2,Bajo,Ocasional,7568.59921844836,0
3401,3402,3.069195734395795,561.8184049970295,15.191044586340851,147.9660419294908,7.433569590743879,1.6478959224948972,282.20818595034,125.95889702943148,Si,Arenoso,V3,,Nunca,6927.248454976986,0
3402,3403,4.005348765888471,678.0110014482174,19.872549077800507,383.8667472160677,6.188820706259312,2.051819967842933,148.7139308472008,74.68278395906793,No,Franco,V2,,Nunca,7679.8725321371485,0
3403,3404,4.324663875919719,588.4383733162927,15.230186934184784,78.20057039544763,6.763681623637918,2.3907341684402,514.2810065370837,96.91950673956076,No,Franco,V4,,Nunca,7023.715566435772,1
3404,3405,4.468882407762113,883.3344126177826,17.56545388278971,47.98484722634961,6.30570008695397,0.8840850114490457,518.6264655073124,128.17462180220753,Si,Calizo,V2,Alto,Ocasional,7623.171324468375,0
3405,3406,2.3837184704612704,630.238048339369,15.377238799574371,154.2811101011462,6.908115161299581,2.4252585728598457,381.31964471005153,85.60777506242542,No,Franco,V2,Medio,Nunca,6989.523949204523,0
3406,3407,3.663708468471959,392.53227567054967,15.302326648069382,143.92138651754783,6.6186857676172615,1.1874296426192357,396.0560979939522,80.47369316581555,No,Arcilloso,V2,Bajo,Nunca,6332.6881847600935,1
3407,3408,6.537486583433823,641.1731078627138,17.390499861183176,118.33734994010332,6.211017263658403,4.997713532158127,671.8954702606911,119.71716202804004,No,Franco,V1,Alto,Nunca,7297.819214970111,1
3408,3409,9.830873164337625,459.2924112413698,15.37631363154459,52.12989574147487,5.84040155952871,6.038410218154832,611.5584498886747,111.9854517852164,No,Arenoso,V1,Bajo,Ocasional,6116.507118862154,0
3409,3410,1.97669813540482,442.4862079761981,15.13895647327219,41.72971858592072,6.145297777987666,1.62708949121734,342.8420900377446,125.84875910926648,Si,Arenoso,V2,Medio,Frecuente,6487.2769362996105,0
3410,3411,5.0508438552816175,515.5118055261111,19.405184844081017,230.8820697266836,6.945893135063854,0.4303237491680405,799.7998585794319,69.36220522723484,No,Arenoso,V3,Bajo,Frecuente,6785.639324039636,1
3411,3412,3.2566185965655383,544.3373769112237,18.98826955146762,361.079596570102,6.9141456941278,4.64884642583129,329.9468953595538,130.67590886060205,Si,Arenoso,V2,,Nunca,7288.593172459262,1
3412,3413,1.9083733665179168,874.6601857356612,18.20892215205649,1074.3491487773783,6.418254073986391,1.402320454137424,778.1659984825009,170.82177131915984,Si,Arcilloso,V1,Alto,Ocasional,7961.515703611058,0
3413,3414,3.879711901007239,440.7135141372426,14.384838781267366,27.022808575827423,6.200347399759391,1.7861284087155698,505.5588303529183,115.3251661488388,No,Franco,V1,Alto,Nunca,5979.7340125436285,0
3414,3415,4.819090234091364,,20.35816853893267,105.6773851912118,6.02886495914496,4.647101228303348,398.50855444741126,86.62304666893773,Si,Arcilloso,V4,Medio,Nunca,8034.331576324837,1
3415,3416,2.786424493660534,737.4573386897184,19.87667292559205,167.55598023641454,7.04176286310486,6.265794273592737,420.2427895957713,142.76623946900858,No,Arenoso,V1,Alto,Ocasional,7632.609180638621,1
3416,3417,5.330747335056087,439.4184032519303,20.64055130646875,121.45065239842305,-1.0,3.2858616353047694,438.69263009739984,110.733097076725,No,Calizo,V1,Bajo,Nunca,6459.545932996247,0
3417,3418,5.138277730690953,572.0952334691293,15.544796040351898,149.48968888412134,6.957972734347823,3.8307699027954825,1091.8958979633226,148.3001132856222,Si,Arenoso,V3,Alto,Ocasional,7293.538356076796,1
3418,3419,7.412957492699595,925.5546349305388,23.269034598300973,219.0474223123709,6.666866591652757,1.7435440793865904,229.4538286860025,146.25951339363084,No,Arenoso,V4,Bajo,Nunca,8011.290255704858,0
3419,3420,2.438625361403881,608.0980548778015,7.971124411569713,117.8660355017641,7.359221807721108,1.876250226910976,378.7324315565344,136.468396429969,No,Arenoso,V3,Bajo,Nunca,6633.101923315473,1
3420,3421,4.792011871199058,462.3726083577943,15.461188504696263,312.2213023506905,7.098161995345041,2.615147394432708,480.1425612209554,87.34148544397401,No,Calizo,V2,Bajo,Nunca,7184.4194781227125,0
3421,3422,1.4469708551262104,673.7296463955813,13.919172009025797,227.73140606254967,6.39741175581543,3.630272599095975,585.66051039844,64.29339013412809,Si, Franco,V1,Bajo,Nunca,7620.964514640149,0
3422,3423,1.689570991952311,590.6364050694899,20.8886169359042,38.033877821552345,6.933257051366889,4.57554105515491,593.0311099941503,124.61606264111752,No,Calizo,V4,Bajo,Ocasional,6998.795229344065,0
3423,3424,4.058514316595796,,17.08702119854344,436.6054803415353,6.926921741868063,0.9587796293492789,500.9532787380724,103.99969831621264,No,Arenoso,V1,,Nunca,6254.207784784401,0
3424,3425,6.186775574814808,526.6091341387528,20.52059879383557,78.53277892896192,6.8442267557350895,1.5996681977788592,6.490248820692557,186.1362132627741,Si,Arcilloso,V1,Medio,Ocasional,6722.091027232274,1
3425,3426,4.764112970906616,443.0009986649028,17.61464981495828,60.41887514779483,6.187056716519121,3.461984653733061,467.2363716642235,66.17871861441435,No,Franco,V3,Alto,Ocasional,6402.517417668813,1
3426,3427,3.5821979898573555,593.3059295709598,16.20903070319902,137.93708242550824,5.303285000725195,0.7581551600411272,8.103897949688474,61.72515556558737,No,Franco,V2,Bajo,Nunca,6822.047294972032,0
3427,3428,3.901956218654376,739.3846258312883,15.76115385237443,201.3987593513254,7.022519144186559,1.5668106545936562,1004.6719365882534,146.6541325215062,Si,Arcilloso,V3,Medio,Nunca,7253.186272452923,1
3428,3429,1.3759412697713935,987.823653855921,20.87240276955324,171.38306702619764,5.70796341076319,6.036544823203303,723.4924352958124,76.05225273466074,No,Arcilloso,V2,,Nunca,8062.847647016361,0
3429,3430,2.5404723774491598,409.0389100450103,15.894622259636211,103.68227521368824,7.025893719695667,,0.0,165.4251887896234,No,Arenoso,V1,Medio,Nunca,6292.604424087125,1
3430,3431,5.594205781804158,565.3690566510492,26.144943436379474,153.46973968303152,6.543687851191754,3.475964967058118,360.6249336982835,156.6113613214394,Si,Franco,V4,Medio,Ocasional,7615.390870367249,0
3431,3432,5.691675337727955,512.7844393062041,17.51828363812021,207.955303647912,6.564040221244181,4.67983793762867,420.58355100962086,157.29800322762742,No,Arcilloso,V2,,Ocasional,6963.070869427637,1
3432,3433,6.672738137052895,390.64099010696816,14.41390049083978,89.96296978439304,6.064794539398202,2.3163278924050226,210.0763751047893,173.76619293555456,Si,Arcilloso,V3,Medio,Nunca,6503.007092545594,1
3433,3434,1.0375559382434372,608.0637437565492,17.92383075926842,157.47018490704056,6.813820839948779,4.173987145810716,381.66693844214353,145.6167886211951,Si,Arenoso,V2,,Frecuente,7530.905041577225,1
3434,3435,7.266243988843819,372.8562134381541,16.90895488658176,129.18552722191703,7.121083333721913,4.2805968723114045,652.4835027651026,139.28176087599547,No,Arenoso,V2,Medio,Ocasional,6352.505441743068,0
3435,3436,2.407918753856482,310.03551540713244,20.11634460520098,74.97705094826851,5.708019609927399,4.703344206545858,838.6799384430033,65.92998510270888,No,Arcilloso,V3,Alto,Frecuente,6011.448306639662,0
3436,3437,4.950482582178645,601.9149689171429,19.73912446753413,43.21885384623838,5.732278988692692,2.4355124449959367,686.327958975591,143.29056132810138,No,Franco,V2,Medio,Nunca,6786.475373941538,0
3437,3438,4.152701781067486,640.6148194431734,23.39851609828775,99.56791525229836,6.549735304934396,6.826253635924098,70.3340609947009,129.72365519979004,No,Arenoso,V1,Bajo,Frecuente,7421.815973538572,1
3438,3439,5.668301211884474,397.8781488035087,22.284282395959195,166.08652461316262,7.313423321158963,1.3535638231607707,173.6038985038387,110.01120899240011,Si,Arenoso,V1,Bajo,Frecuente,6694.198368608366,0
3439,3440,2.7828130170559384,814.0922472103096,12.470071565049455,151.23800056912782,6.13084112093353,0.8446725881709428,110.56879403728198,145.66763693049325,Si,Franco,V4,Bajo,Nunca,8080.402289608373,0
3440,3441,1.5135479234216016,803.9628809147365,16.13099229727651,65.67119941384091,5.281749504471001,1.299743436918712,657.9590267981789,91.52327744901316,Si,Arcilloso,V2,,Nunca,7312.226770425081,1
3441,3442,7.8174181162101615,850.3712233648189,8.595776674834868,94.25493989905937,5.82862629107774,0.9503662698783644,163.14372302379803,71.56303524848897,Si,Franco,V2,Medio,Nunca,7524.790979522745,0
3442,3443,4.108301898616383,665.1796992246791,8.880368697630555,157.8813380804777,7.059208718425922,6.500201217153936,269.20698316757,120.28554066987944,No,Franco,V1,,Frecuente,7117.312255563465,0
3443,3444,2.6695397134915178,255.72015339724803,18.819136102476964,107.03653712993628,7.292827922900369,2.194871293760921,433.67509690254326,128.13226026565792,Si,Franco,V3,,Nunca,5783.174499982597,0
3444,3445,3.8489853899893625,400.36816493693664,16.128069121543383,821.8089627687135,6.518418352068536,10.32667734037986,893.2679367669944,119.18031322257148,Si,Franco,V3,,Nunca,7252.160497805394,0
3445,3446,3.32414721797995,714.0451561510869,16.2764735257904,250.2518666145226,6.471065645223803,1.3543451519489362,409.8024314527211,38.81441495226893,No,Arcilloso,V4,Medio,Ocasional,7743.460919948425,1
3446,3447,8.717056430226377,525.8229765937613,17.102715615761163,47.01391984030841,7.314503047999463,1.87010812070746,212.3179743366782,197.0172647324668,Si,Franco,V1,,Nunca,6491.657849018966,0
3447,3448,2.300179672123462,535.2434786304553,13.42485405497114,585.2739824594313,5.961707795204116,2.5275880330050486,783.5409551270436,94.3191926534277,Si,Arenoso,V2,Bajo,Nunca,6985.853157609262,0
3448,3449,1.9892685344119865,637.6865168824752,13.575003072410794,115.54974050483617,6.72300000538525,3.186592240231141,0.0,19.59172594780638,No,Arcilloso,V2,,Ocasional,6616.076711615367,1
3449,3450,3.362708958768926,469.8056728477988,23.64231604624752,629.5096228309492,6.009232316351147,3.018660000990573,804.7432216575442,95.47615177211436,No,Arenoso,V1,Bajo,Nunca,6578.464057244093,0
